id,name,price,original_price,rating_average,review_count,author,quantity_sold,inventory_status,category_id,category_name,Công ty phát hành,Loại bìa,Số trang,Ngày xuất bản,Năm xuất bản,Năm xuất bản điền bổ sung, 
277539447,Về với gia đình,85000,100000,0,0, Hector Malot,2,available,67997,Tiểu Thuyết Phương Tây,Công Ty Cổ Phần Văn Hóa Đông A,Bìa mềm,316,,,,
277461572,Nỗi bất an trong văn hóa,72000,75000,0,0,Sigmund Freud,13,available,67896,Triết Học phương Tây,Công Ty Sách Thời Đại,Bìa mềm,181,12/12/24 0:00,,2024,
277420884,Tính ưu việt của hoài nghi - Từ vật lý lượng tử đến biến đổi khí hậu: khoa học vế sự bất định giúp chúng ta hiểu về thế giới hỗn độn,142000,160000,0,0,Tim Palmer,23,available,67882,Sách khoa học,NXB Trẻ,Bìa mềm,408,03/10/25 0:00,,2025,
277361985,Sách - Y Gian Đạo - 10 Chặng Hành Trình Bước Vào Đại Điện Đông Y,198400,248000,0,0,Không rõ,7,available,885,Sách Y Học,Công ty TNHH Xuất bản Thiện Tri Thức,Bìa mềm,0,12/21/23 14:00,,2023,
277357562,21 Nguyên Tắc Tự Do Tài Chính,37500,42300,5,176,Brian Tracy,2017,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,106,10/01/21 0:00,,2021,
277232128,Đại Thắng Mùa Xuân - Đại tướng Văn Tiến Dũng (Kỷ niệm 50 năm ngày giải phóng miền nam thống nhất đất nước 1975 - 2025),121500,162000,0,0,Không rõ,20,available,843,Tiểu sử - Hồi ký,VIETNAMBOOK,Bìa mềm tay gấp,0,02/03/25 15:58,,2025,
276952779,Năng lượng tái sinh Hành trình tìm lại sức mạnh từ bên trong,184000,242000,5,1,Lương Sảng,7,available,871,Sách tư duy - Kỹ năng sống,BIZBOOKS,Bìa mềm,460,,,,
276840998,Kiếm Tiền Cùng Chatgpt - Vào Nghề Đồ Họa Ai,247000,345000,0,0,Học Viện Văn Họa AIGC,46,available,385,Sách kỹ năng làm việc,VanLangBooks,Bìa mềm,300,12/19/24 0:00,,2024,
276231113,Lộ Trình Học Tiếng Anh Cho Người Mất Gốc - The English Journey,149000,198000,5,7,Nguyễn Thị Xuân Quỳnh,94,available,67857,Sách học tiếng anh - khác,Zenbooks,Bìa mềm,248,,,,
275066023,Đầu Tư Vào Vàng - Bản Quyền,143000,159000,0,0,JONATHAN SPALL,0,available,67901,Sách kinh tế học - khác,Alphabooks,Bìa mềm,304,05/21/24 8:59,,2024,
274857764,Sách giáo khoa Tiếng Việt 1- tập một- Chân Trời Sáng Tạo,39000,39000,5,4,Không rõ,189,available,16660,Sách Giáo Khoa Cấp 1,Cty Sách & Thiết Bị Trường Học TP.HCM,,160,,,,
274607551,Lời Nói Thần Kỳ Nuôi Dưỡng Những Đứa Trẻ Hạnh Phúc: 0 - 6 Tuổi,80000,109000,5,176,Erika Takeuchi,2013,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,230,10/15/20 0:00,,2020,
273823282,Khả Năng Cải Thiện Nghịch Cảnh,285000,315000,5,2,Nassim Nicholas Taleb,36,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,632,,,,
273612269,Ghi Chép Pháp Y – Những Thi Thể Không Hoàn Chỉnh,88400,130000,5,29,Lưu Bát Bách,319,available,2,Root,BeBooks,Bìa mềm,272,,,,
273316208,Nguyên Lý 80/20 - Bí Quyết Làm Ít Được Nhiều,112000,135000,4.7,349,Richard Koch,9598,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,0,,,,
273202452,Quản trị Inamori: Mỗi nhân viên đều đóng vai trò chính,96700,110000,5,7,Inamori Kazuo,224,available,2,Root,NXB Trẻ,Bìa mềm,208,11/02/23 0:00,,2023,
263500714,Dạy Con Làm Giàu (Tập 2) - Sử Dụng Đồng Vốn,115000,145000,5,1459,Robert T. Kiyosaki,10685,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,414,02/02/20 0:00,,2020,
253099216,Khó Dỗ Dành 1,153000,205000,4.8,109,Trúc Dĩ,593,available,1521,Truyện ngôn tình,Moon Novels,Bìa mềm,480,05/05/23 0:00,,2023,
249739565,Người Đàn Ông Mang Tên OVE (Tái Bản),128000,160000,5,6,Fredrik Backman,96,available,67997,Tiểu Thuyết Phương Tây,NXB Trẻ,,0,,,,
214599046,Sao Ta Làm Điều Ta Làm,128000,168000,5,14,Edward L.Deci,369,available,871,Sách tư duy - Kỹ năng sống,First News - Trí Việt,Bìa mềm,320,01/01/23 0:00,,2023,
207841114,Ghi Chép Pháp Y – Những Cái Chết Bí Ẩn,111000,150000,5,853,Lưu Hiểu Huy,6383,available,664,Truyện trinh thám,BeBooks,Bìa mềm,344,01/01/22 0:00,,2022,
192124406,Những bức di thư Thành cổ,125000,130000,5,21,Lê Bá Dương,116,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Bìa mềm,120,08/01/22 0:00,,2022,
187183513,Những biên bản cuối cùng tại Nhà Trắng: PHÚT SỤP ĐỔ CỦA VIỆT NAM CỘNG HÒA - Viện Nghiên cứu phát triển Phương Đông - NXB Chính trị Quốc gia Sự thật,122000,122000,5,5,Không rõ,36,available,9724,Lịch Sử Việt Nam,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,Bìa mềm,312,,,,
181122317,Chân Trần Chí Thép (Tái Bản 2022),137760,168000,0,0,Jammes G Zumwalt,0,available,843,Tiểu sử - Hồi ký,First News - Trí Việt,Bìa mềm,376,01/01/22 0:00,,2022,
180230986,Harry Potter và Đứa trẻ bị nguyền rủa,145000,170000,4.8,36,J.K.Rowling,341,available,67997,Tiểu Thuyết Phương Tây,NXB Trẻ,Bìa mềm,468,01/01/22 0:00,,2022,
179546672,Làm Sao Học Hết Được Nhân Sinh,109850,169000,5,179,Pomnyun,2037,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,292,01/01/22 0:00,,2022,
155463021,Hành Trình Nuôi Con Mang Thai - Cẩm Nang Thai Sản Đầy Đủ Nhất,446000,699000,4.8,76,Heidi Murkoff,593,available,68030,Thai giáo,OMEGA PLUS+,Bìa cứng,644,01/01/22 0:00,,2022,
132366458,Hướng Dẫn Chẩn Đoán Tâm Lý Tâm Thần Theo DSM-5,216000,240000,0,0,Phạm Toàn,3,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,736,10/10/21 0:00,,2021,
113583126,Ngữ Pháp Tiếng Anh (Tái Bản),65100,89000,5,358,Mai Lan Hương,2677,available,67856,Ngữ pháp Tiếng Anh,Zenbooks,Bìa mềm,280,07/01/21 0:00,,2021,
104611536,Ngẫm - Việt An Khương,59000,80000,4.8,13,Không rõ,438,available,316,Sách tiếng Việt,SBOOKS,Bìa mềm,146,05/31/21 22:57,,2021,
77105707,Ngọn Đèn Không Tắt - Tập Truyện Ngắn (Nguyễn Ngọc Tư),51500,65000,4.8,13,Nguyễn Ngọc Tư,228,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Bìa mềm,76,02/01/20 0:00,,2020,
75639706,"Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""",170100,189000,5,30,Vicky Robin,156,available,67915,Tài chính cá nhân,BIZBOOKS,Bìa mềm,540,01/12/21 0:00,,2021,
69644752,Toàn Thư Chiêm Tinh Học Nhập Môn,273000,350000,5,34,Joanna Martine Woolfolk,156,available,67887,Chiêm Tinh Học,Saigon Books,Bìa cứng,508,10/01/20 0:00,,2020,
52329765,Biên Niên Ký Chim Vặn Dây Cót (Tái Bản 2020),179100,199000,4.8,32,Haruki Murakami,125,available,8322,Nhà Sách Tiki,Nhã Nam,Bìa mềm,720,03/01/20 0:00,,2020,
49747007,Hai Mặt Của Gia Đình,78400,98000,5,63,Choi Kwanghuyn,359,available,316,Sách tiếng Việt,AZ Việt Nam,Bìa mềm,290,03/02/20 0:00,,2020,
32415084,Combo 2 cuốn Giáo Trình Hán Ngữ (Sách học Tiếng Trung dành cho người Việt): Giáo Trình Hán Ngữ Tập 1 + Giáo Trình Hán Ngữ Tập 2 (Học bằng App McBooks) - Tặng kèm bookmark GreenLife,195200,244000,0,0,Đại học Ngôn ngữ Bắc Kinh,2,available,67866,Giáo trình Hán ngữ,MCBOOKS,Bìa mềm,0,,,,
23416722,How The Body Works - Hiểu Hết Về Cơ Thể,249000,300000,4.8,68,Phạm Hằng Nguyên,312,available,8322,Nhà Sách Tiki,Nhã Nam,Bìa mềm,220,07/01/19 0:00,,2019,
19274773,Di Sản Hồ Chí Minh - Những Mẩu Chuyện Về Đời Hoạt Động Của Chủ Tịch Hồ Chí Minh (Tái Bản),64700,80000,4.5,6,Trần Dân Tiên,139,available,67835,Chủ nghĩa xã hội - Tư tưởng Hồ Chí Minh,NXB Trẻ,Bìa mềm,183,,,,
8121633,Văn Minh Vật Chất Của Người Việt,227000,330000,5,199,Phan Cẩm Thượng,1935,available,871,Sách tư duy - Kỹ năng sống,Zenbooks,Bìa mềm,656,12/01/18 0:00,,2018,
277441651,Hòa Âm Và Sáng Tác: Từ Khám Phá Đến Sáng Tạo,169000,229000,0,0,nhieu tac gia,15,available,67793,Âm nhạc - điện ảnh - khác,Phương Nam Book,Bìa mềm,288,03/03/25 16:21,,2025,
277408901,Nhân Sinh Tự Tại Một Kiếp Bình An,102000,135000,5,3,SOUL,33,available,871,Sách tư duy - Kỹ năng sống,Glow Books,Bìa mềm,296,05/03/25 0:00,,2025,
277360193,Spy X Family Tập 12 [Tặng Kèm Standee PVC],24600,25000,5,3,Tatsuya Endo,54,available,1084,"Truyện Tranh, Manga, Comic",Nhà Xuất Bản Kim Đồng,Bìa mềm,0,02/17/25 0:00,,2025,
276841001,Kiếm tiền cùng chatGPT - Vào nghề ChatGPT chỉ trong 5 giờ học,143000,199000,5,1,Học Viện Văn Họa AIGC,49,available,385,Sách kỹ năng làm việc,VanLangBooks,Bìa mềm,300,12/19/24 0:00,,2024,
276642618,Tuần Làm Việc 4 Giờ (Tái Bản),102500,139000,4.8,415,Timothy Ferris,3837,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,342,05/15/21 0:00,,2021,
276451419,Sách Nuôi Dưỡng Tâm Hồn - Bộ Hươu Cao Cổ - 6 Tập (Lẻ tuỳ chọn),32000,32000,0,0,Viện Giáo Dục Shichida Việt Nam,9,available,854,Truyện kể cho bé,Công ty CP Thương mại Puma Books Việt Nam,Bìa mềm,20,01/02/24 15:17,,2024,
276110965,Kỷ Niệm 50 Năm Ngày Giải Phóng Miền Nam Thống Nhất Đất Nước - 50 Năm Thiên Anh Hùng Ca Giải Phóng,65250,87000,5,2,Vũ Kim Yến,29,available,9724,Lịch Sử Việt Nam,VIETNAMBOOK,Bìa mềm tay gấp,172,09/10/24 14:04,,2024,
276107155,Lịch sử Việt Nam bằng hình - Gần 2000 minh họa tranh ảnh và bản đồ,720000,900000,5,22,Đông A,194,available,9724,Lịch Sử Việt Nam,Đông A,Bìa cứng,660,,,,
275946537,Sổ Tay Tâm Lý Học: 100 Khám Phá Cơ Bản Về Tâm Trí Con Người,75100,95000,0,0,Trần Lâm,98,available,67946,Sách tâm lý học - khác,Vitalis,Bìa mềm,208,,,,
275243821,1 thắng 9 bại - Câu chuyện khởi nghiệp và gây dựng thương hiệu của ông chủ UNIQLO - tỷ phú giàu nhất Nhật Bản,81700,120000,5,12,Tadashi Yanai,236,available,847,Bài học kinh doanh,NXB Trẻ,Bìa mềm,208,06/12/24 0:00,,2024,
275178313,Lười - Một lần Lười bằng Mười than thuốc bổ,126000,165000,4.6,14,Celeste Headlee,190,available,871,Sách tư duy - Kỹ năng sống,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,312,06/01/24 0:00,,2024,
274931616,Tiếng Anh 9 i-Learn Smart World - Workbook (Sách bài tập),70000,70000,5,5,nhieu tac gia,238,available,8776,Middle School: Grades 6 - 9,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Bìa mềm,76,04/04/24 9:03,,2024,
272226138,Homo Deus Lược Sử Tương Lai,135000,225000,4.6,19,Yuval Noah Harari,266,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,512,,,,
271808190,Bức Tranh Kỳ Quái,122000,165000,4.8,49,Uketsu,445,available,665,Truyện kinh dị,Công Ty Cổ Phần Văn Hóa Huy Hoàng,Bìa mềm,388,09/15/23 0:00,,2023,
270660514,Nghệ Thuật Quyến Rũ,140000,215000,4.8,397,Robert Greene,4923,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,664,08/17/23 0:00,,2023,
249374002,Hãy Chăm Sóc Mẹ,85600,106000,4.8,86,Shin Kyung-sook,945,available,67999,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,Nhã Nam,Bìa mềm,323,04/04/23 0:00,,2023,
207968695,Chủ nghĩa Tư bản và Tự do – Capitalism and Freedom,153000,200000,4.8,92,Milton Friedman,980,available,5246,Sách tài chính - khác,Nhã Nam,Bìa mềm,367,,,,
207642726,Được Học,136500,182000,0,0,Tara Westover,8,available,2,Root,NXB Phụ Nữ,Bìa mềm,446,,,,
195801645,Thực Học Của Inamori Kazuo: Quản Trị Và Kế Toán,63100,95000,5,26,Inamori Kazuo,779,available,369,Kế toán,NXB Trẻ,Bìa mềm,168,08/08/22 0:00,,2022,
194017145,"Đề Kiểm Tra Toán 7 Thường xuyên, Giữa kì, Cuối Kì ( Bám Sát Sách Giáo Khoa Kết Nối Tri Thức Với Cuộc Sống )",43520,68000,5,7,Trịnh Văn Bằng,87,available,2249,Sách tham khảo cấp II,Nhà Sách Hồng Ân,Bìa mềm,167,,,,
186876107,Cởi Trói Linh Hồn (Tái bản 2022),89300,124000,4.8,36,Michael A.Singer,762,available,871,Sách tư duy - Kỹ năng sống,First News - Trí Việt,,304,05/29/23 0:00,,2023,
174215347,Ajin - Boxset Số 3 (Tập 13 - 17) - Tặng Kèm Bookmark 3D,150000,270000,4.8,231,Sakurai Gamon,1583,available,1084,"Truyện Tranh, Manga, Comic",NXB Trẻ,Bìa mềm,300,04/04/22 0:00,,2022,
173174175,Suy Tưởng( Tặng kèm sổ tay),167400,180000,4.8,49,Marcus Aurelius,490,available,871,Sách tư duy - Kỹ năng sống,NXB Tri Thức,Bìa mềm,392,,,,
170706974,Lãnh Đạo Giỏi Hỏi Câu Hỏi Hay (Tái Bản),129000,189000,5,19,John C.Maxwell,565,available,2,Root,Alphabooks,Bìa mềm,444,03/01/22 0:00,,2022,
169377739,Búp Sen Xanh (Tái Bản 2020),57600,72000,5,25,Sơn Tùng,258,available,2,Root,Nhà Xuất Bản Kim Đồng,,0,,,,
168293266,Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022),115000,170000,5,385,Song Hong Bing,3205,available,5246,Sách tài chính - khác,Bách Việt,Bìa mềm,632,03/03/22 0:00,,2022,
158641027,Kẻ Nhắc Tuồng (Tái Bản),106950,155000,5,173,Donato Carrisi,843,available,664,Truyện trinh thám,Nhà xuất bản Phụ Nữ,Bìa mềm,516,01/01/22 0:00,,2022,
110448022,Ba Phút Sơ Cứu,114800,140000,4.8,19,BS Ngô Đức Hùng,125,available,67966,An toàn & Sơ cứu,Nhã Nam,Bìa mềm,204,07/01/21 0:00,,2021,
107026335,Trắng,63200,79000,4.7,14,Han Kang,274,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,100,06/01/21 0:00,,2021,
104314401,Sách Bí Mật Của May Mắn (Khổ Lớn) (Tái Bản),49200,68000,4.8,539,Alex Rovira,5454,available,8322,Nhà Sách Tiki,First News - Trí Việt,Bìa mềm,152,06/01/21 0:00,,2021,
100931414,Cách Khen Cách Mắng Cách Phạt Con (Tái Bản),46800,69000,5,130,Masami Sasaki,2279,available,3320,Cẩm nang làm cha mẹ,Thái Hà,Bìa mềm,180,05/15/21 0:00,,2021,
91625816,Trên Đỉnh Phố Wall (Tái bản 2021),150000,219000,5,117,John Rothchild,1007,available,316,Sách tiếng Việt,Alphabooks,Bìa mềm,572,04/15/21 14:54,,2021,
85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),79200,99000,5,179,Bạch Tô,896,available,316,Sách tiếng Việt,Peachbooks,Bìa mềm,320,03/01/21 0:00,,2021,
69978860,Sói đội lốt Cừu - Kẻ hiếu chiến ngầm và các thủ thuật thao túng tâm lí,75000,110000,4.8,870,Bác sĩ George K. Simon,4655,available,316,Sách tiếng Việt,Ecoblader,Bìa mềm,172,10/09/20 13:51,,2020,
56454897,Hiệu Sách Nhỏ Ở Paris,119200,149000,4.8,52,Nina George,258,available,67997,Tiểu Thuyết Phương Tây,Nhã Nam,Bìa mềm,452,06/01/20 0:00,,2020,
55605170,Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống,142400,185000,5,167,Anthony William,1051,available,68003,Sách Y Học Khác,Huy Hoàng Bookstore,Bìa mềm,464,05/01/20 0:00,,2020,
36363381,Sao Chúng Ta Lại Ngủ,191700,249000,5,465,Matthew Walker PhD,3165,available,316,Sách tiếng Việt,Hải Đăng Book,Bìa mềm,488,10/01/19 0:00,,2019,
8835155,Thiên Thần Nhỏ Của Tôi (Tái Bản),55300,80000,4.8,334,Nguyễn Nhật Ánh,4109,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,132,06/01/23 0:00,,2023,
3608625,Payback Time - Ngày Đòi Nợ,299000,299000,4.8,4443,Phil Town,32559,available,316,Sách tiếng Việt,CÔNG TY TNHH HAPPY LIVE,Bìa cứng,280,06/27/22 11:46,,2022,
3608621,Góc Nhìn Alan - Bộ Di Sản Alan Phan,516000,516000,4.8,251,Alan Phan,2251,available,483,Sách doanh nhân,CÔNG TY TNHH HAPPY LIVE,Bìa mềm,0,07/11/22 12:15,,2022,
277441653,Hết Nước Chấm,322050,339000,0,0,Phan Thủy Bếp Phó,0,available,865,Sách Nấu ăn,Thái Hà,Bìa mềm,216,,,,
277436637,Sách - Dấu Ấn Hoàng Gia - Tập 17,28500,30000,0,0,Chieko Hosokawa,21,available,316,Sách tiếng Việt,Nhà Xuất Bản Kim Đồng,Bìa mềm,0,12/21/23 14:00,,2023,
277408902,"Nóng Giận Là Bản Năng, Tĩnh Lặng Là Bản Lĩnh",65500,109000,0,0,Tống Mặc,16,available,871,Sách tư duy - Kỹ năng sống,Skybooks,Bìa mềm,192,05/03/25 0:00,,2025,
277400580,Nhóc Maruko Tập 17 [Tặng Kèm Set Postcard Polaroid],35100,40000,4,4,Momoko Sakura,59,available,1084,"Truyện Tranh, Manga, Comic",Nhà Xuất Bản Kim Đồng,Bìa mềm,152,02/17/25 0:00,,2025,
277327588,Sách - Dtpbooks - Combo sách Practice Tests 10 - 11 - 12,300900,354000,5,2,nhieu tac gia,64,available,14872,ELTs,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Bìa mềm,0,01/06/25 14:32,,2025,
277008636,An Nam chí lược,244000,285000,5,3,Humphrey Cobb,36,available,9724,Lịch Sử Việt Nam,Tao Đàn,Bìa mềm,412,01/15/25 0:00,,2025,
276894468,"Đà Lạt, Thành Phố Trong Album - Bản Quyền",145000,190000,5,1,Nguyễn Vĩnh Nguyên,41,available,886,Lĩnh vực khác,NXB Trẻ,Bìa mềm,352,12/27/24 9:31,,2024,
276649996,Sức Mạnh Của Niềm Tin,148500,225000,5,2,Stephen M. R. Covey,27,available,871,Sách tư duy - Kỹ năng sống,Viện Quản lý PACE,Bìa mềm,476,,,,
276396471,Phương Pháp Học Feynman,101000,139000,5,2,Tả Thư Ca,81,available,871,Sách tư duy - Kỹ năng sống,Being Books,Bìa mềm,284,,,,
276375085,Bảy Kẻ Khùng Điên,200000,250000,4.8,5,Roberto Arlt,69,available,67994,Tác Phẩm Kinh Điển Nước Ngoài,Tao Đàn,Bìa mềm,430,,,,
276289474,"Kiến tạo thiên tài: Những ""dị nhân"" đã đưa AI đến với Google, Facebook và thế giới",164000,215000,4,1,Cade Metz,37,available,9733,Kiến Thức Bách Khoa,NXB Trẻ,Bìa mềm,448,09/27/24 0:00,,2024,
276051684,Đừng Bao Giờ Nói Dối,113000,152000,4.7,62,Freida McFadden,420,available,664,Truyện trinh thám,Mintbooks,Bìa mềm,348,,,,
275927640,Nguyễn Ngọc Tư. Ngày mai của những ngày mai,99600,120000,4.7,3,Nguyễn Ngọc Tư,98,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Bìa mềm,192,08/16/24 0:00,,2024,
275903077,Diễn Cầm Tam Thế Diễn Nghĩa,250000,250000,1.5,2,Dương Công Hầu,46,available,67891,Kinh Dịch Học,Công ty TNHH Tiên Phong Books,Bìa mềm tay gấp,484,07/17/24 14:45,,2024,
275853508,Khởi Nguyên Của Vũ Trụ: Lịch Sử 14 Tỉ Năm Tiến Hóa,152700,235000,5,19,Neil Degrasse Tyson,135,available,9725,Lịch Sử Thế Giới,Alphabooks,Bìa mềm,348,08/15/24 0:00,,2024,
275354839,"Sách Stop Overthinking - Sống Tự Do, Không Âu Lo - 7 Bước Loại Bỏ Suy Nghĩ Tiêu Cực Và Bắt Đầu Suy Nghĩ Tích Cực",71200,95000,5,10,Chase Hill,199,available,2,Root,Fahasa,,0,,,,
275105974,Từng Bước Nở Hoa Sen,65100,98000,5,849,Thích Nhất Hạnh,9699,available,316,Sách tiếng Việt,Saigon Books,Bìa mềm,120,09/04/18 10:55,,2018,
274638593,Chém Tiếng Anh Không Cần Động Não - Tác giả Vũ Vi Bình (Bino Chém tiếng anh) - Phiên bản đặc biệt,121000,169000,4.8,90,Vũ Vi Bình - Bino,1409,available,1856,Sách Học Tiếng Anh,Zenbooks,,200,04/01/24 0:00,,2024,
274411010,Ứng Dụng Phân Tích Báo Cáo Tài Chính Và Định Giá Doanh Nghiệp Trong Thực Tiễn,135000,189000,4.5,10,Lý Lâm Duy,218,available,2,Root,Thái Hà,,356,02/02/24 0:00,,2024,
271391581,Sống Đời Tự Do,104000,148000,5,14,Michael A. Singer,195,available,871,Sách tư duy - Kỹ năng sống,First News - Trí Việt,Bìa mềm,464,08/01/23 0:00,,2023,
263067664,Chat GPT,118000,169000,4.8,12,Dr. Gleb Tsipursky,380,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,300,05/01/23 0:00,,2023,
213701365,Lời Tiên Tri Celestine,176000,248000,5,70,James Redfield,820,available,67979,Phật giáo,First News - Trí Việt,Bìa mềm,536,12/12/22 0:00,,2022,
197964595,Quản Lý Dòng Tiền Thông Minh,104000,149000,5,7,Greg Reid,214,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,276,09/09/22 0:00,,2022,
186256449,Hành Tinh Của Một Kẻ Nghĩ Nhiều,76000,86000,5,4,Không rõ,15,available,2,Root,AZ Việt Nam,,0,,,,
184101370,Sức Mạnh Của Thói Quen (Tái Bản 2022),109850,169000,4.8,64,Charles Duhigg,1024,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,436,05/05/22 0:00,,2022,
181770296,Bút hết nặng viết hết đau,239000,239000,4.8,19,nhieu tac gia,151,available,385,Sách kỹ năng làm việc,Dimi Book,Bìa mềm,252,04/06/22 13:08,,2022,
173745189,Clean Code – Mã Sạch Và Con Đường Trở Thành Lập Trình Viên Giỏi,257000,386000,5,194,Robert Cecil Martin,1433,available,871,Sách tư duy - Kỹ năng sống,Tri Thức Trẻ Books,Bìa mềm,596,04/09/22 0:00,,2022,
165150439,TalMud - Tinh Hoa Trí Tuệ Do Thái (Tái Bản),81700,110000,4.8,229,Từ Quang Á,2334,available,871,Sách tư duy - Kỹ năng sống,VanLangBooks,Bìa mềm,280,02/02/22 0:00,,2022,
160759005,Cơ Thể Tự Chữa Lành - Thanh Lọc Để Phục Hồi,200000,295000,5,333,Anthony William,2857,available,68002,Sách Y Học Hiện Đại,Huy Hoàng Bookstore,Bìa mềm,760,01/01/22 0:00,,2022,
157054862,Tâm Lý Học Thành Công (Tái Bản),140000,199000,4.8,88,Carol S.Dweck,708,available,316,Sách tiếng Việt,Alphabooks,Bìa mềm,480,01/01/22 0:00,,2022,
152870874,Combo Đừng Cố Làm Người Tốt Trong Mắt Tất Cả Mọi Người + 1cm Đến Hạnh Phúc (1cm Diving),112000,224000,4.7,78,Không rõ,442,available,871,Sách tư duy - Kỹ năng sống,Woobobooks,,0,,,,
152743081,Bàn Tay Ánh Sáng,191000,269000,5,77,Barbara Ann Brennan,696,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,624,12/01/21 0:00,,2021,
132355740,Hành Trình Theo Chân Bác (DSHCM)(Tái Bản),105000,125000,5,20,Trần Đức Tuấn,148,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,352,10/01/21 0:00,,2021,
116397449,Người Tình Sputnik,77400,86000,5,11,Haruki Murakami,43,available,67996,Tiểu Thuyết Phương Đông,Nhã Nam,Bìa mềm,283,08/15/21 0:00,,2021,
99511241,Kẻ Khôn Đi Lối Khác - The Third Door (Tái bản 2021),122850,189000,4.8,42,Alex Banayan,599,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,364,05/14/21 15:02,,2021,
82996522,Tư Bản Thế Kỷ 21,229000,300000,4.8,244,Thomas Piketty,1234,available,67901,Sách kinh tế học - khác,NXB Trẻ,Bìa mềm,806,03/01/21 0:00,,2021,
80628929,Từ IQ Đến EQ - Nắm Bắt Thành Công Qua Trí Tuệ Cảm Xúc,72800,91000,5,42,Trương Manh,208,available,316,Sách tiếng Việt,BeBooks,Bìa mềm,240,03/15/21 0:00,,2021,
49002497,Tâm Bệnh Học,134800,145000,4.7,28,Phạm Toàn,169,available,68002,Sách Y Học Hiện Đại,NXB Trẻ,Bìa mềm,544,02/02/20 0:00,,2020,
14643411,Điều Kỳ Diệu (Tái Bản),135000,180000,4.8,279,R.J.Palacio,3832,available,8322,Nhà Sách Tiki,NXB Trẻ,Bìa mềm,464,04/01/19 0:00,,2019,
2316649,Vận Hành Tinh Gọn,135100,159000,5,1,Ash Maurya,32,available,316,Sách tiếng Việt,Alphabooks,Bìa mềm,272,05/25/18 0:00,,2018,
277599516,Nghịch lý 13,195000,259000,0,0,Higashino Keigo,14,available,664,Truyện trinh thám,Nhã Nam,Bìa mềm,560,03/13/25 0:00,,2025,
277570047,Sách - Năng Lượng Cảm Xúc - Energy Rising,153000,180000,0,0,Không rõ,7,available,871,Sách tư duy - Kỹ năng sống,Saigon Books,Bìa mềm,288,03/27/25 15:55,,2025,
277553063,Homo Numericus Con người trong kỷ nguyên số,87750,135000,0,0,Daniel Cohen,7,available,67882,Sách khoa học,Nhã Nam,Bìa mềm,230,03/13/25 0:00,,2025,
277551066,Sách - Attack On Titan - Tập 26,45600,48000,0,0,Hajime Isayama,18,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,0,12/21/23 14:00,,2023,
277515238,TỪ SÔNG BẾN HẢI ĐẾN DINH ĐỘC LẬP - Thiếu tướng Hoàng Đan - Alpha Books,175200,219000,0,0,nhieu tac gia,0,available,9724,Lịch Sử Việt Nam,Alpha Books,Bìa mềm tay gấp,400,,,,
277395387,Khi Hai Ta Về Một Nhà,69000,98000,0,0,Ông Thỉ Bà Long,18,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,Skybooks,Bìa mềm,152,05/01/25 0:00,,2025,
